ItemSku,SKU,SkuVendorCode,SkuName,Product Type,VendorCode,Country,status,VendorType,SiteName,Plant Type,WarehouseName
BloomsyMX1:2024-01-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyPR1:2024-01-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,SUN VALLEY
BB1285P,BB1285P,BB1285PGNC,10 inch light Pink orchids in white pottery,Plants,GNC,USA,Active,Floral,Flamboyance,One Time,SUN VALLEY
BB1288P,BB1288P,BB1288PGNC,5 inch light pink orchid in gold,Plants,GNC,USA,Active,Floral,Golden Hour,One Time,SUN VALLEY
BB1289P,BB1289P,BB1289PGNC,Light Pink- magenta orchid garden,Plants,GNC,USA,Active,Floral,Bubblegum Garden,One Time,SUN VALLEY
BB1291P,BB1291P,BB1291PGNC,pink yellow orchid garden,Plants,GNC,USA,Active,Floral,Pink Lemonade Stand,One Time,SUN VALLEY
BB1292P,BB1292P,BB1292PGNC,5 Inch magenta orchid with faux gold euc,Plants,GNC,USA,Active,Floral,Magenta Majesty,One Time,SUN VALLEY
BB1294P,BB1294P,BB1294PGNC,2.5 inch  mini dark purple orchid with bow,Plants,GNC,USA,Active,Floral,Purple Tuxedo,One Time,SUN VALLEY
BB1296P,BB1296P,BB1296PGNC,yellow orchid and ZZ garen,Plants,GNC,USA,Active,Floral,Build-me-up Buttercup,One Time,SUN VALLEY
BB1297P,BB1297P,BB1297PGNC,Purple orchid and zz Garden,Plants,GNC,USA,Active,Floral,Orchid Oasis,One Time,SUN VALLEY
BB1300P,BB1300P,BB1300PGNC,"2.5"" Mini Yellow Orchid",Plants,GNC,USA,Active,Floral,Petite Sunshine,One Time,SUN VALLEY
BB1301P,BB1301P,BB1301PGNC,"4"" Mini Yellow Orchid Planter",Plants,GNC,USA,Active,Floral,Golden Radiance,One Time,SUN VALLEY
BB1306-30,BB1306-30,BB1306-30MGF,Green Bowl Modif,Tropical,MGF,Ecuador,Active,Floral,UNKN,One Time,SUN VALLEY
BB-Hydrangeas,Bloomsy Hydrangeas,Bloomsy HydrangeasFNA,Bloomsy Hydrangeas,Bunch,FNA,Colombia,Active,Floral,Bloomsy Hydrangeas,Suscription,SUN VALLEY
BB1144-5,BB1144-5,BB1144-5FNA,Hydrangea Big Petal Blueberry,Bunch,FNA,Colombia,Active,Floral,Blueberry Delight Hydrangea Bouquet,One Time,SUN VALLEY
BB1119-5,BB1119-5,BB1119-5FNA,Hydrangea White Big Petal Select,Bunch,FNA,Colombia,Active,Floral,White Symphony Hydrangea Bouquet,One Time,SUN VALLEY
BB1147-5,BB1147-5,BB1147-5FNA,Hydrangea Hulk Big Petal,Bunch,FNA,Colombia,Active,Floral,Emerald Enchantment Hydrangea Bouquet,One Time,SUN VALLEY
BB1178-5,BB1178-5,BB1178-5FNA,Hydrangea Big Petal Kiwi Select,Bunch,FNA,Colombia,Active,Floral,Kiwi Dream Hydrangea Bouquet,One Time,SUN VALLEY
BB1182-5,BB1182-5,BB1182-5FNA,Hydrangea Red and Blue,Bunch,FNA,Colombia,Active,Floral,Patriotic Bliss Hydrangea Bouquet,One Time,SUN VALLEY
BB1152-24,BB1152-24,BB1152-24ELT,Dublin,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,SUN VALLEY
BB1197-33,BB1197-33,BB1197-33EBT,Grenoble,Mixed,EBT,Colombia,Active,Floral,Sapphire Dream,One Time,SUN VALLEY
BB1219-18,BB1219-18,BB1219-18NTF,Lina,Roses,NTF,Ecuador,Active,Floral,Sunshine Cascade,One Time,SUN VALLEY
C007,CLV141,CLV141,CLEAR VASES,Hardgoods,,,Active,Floral,UNKN,One Time,SUN VALLEY
SQ9178530GOOGLE,Bloomsy Original,Bloomsy OriginalMULT,Original Suscription,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
HG33ST,HG33ST,HG33STELT,Party Stickers,Hardgoods,ELT,Colombia,Active,Floral,UNKN,One Time,SUN VALLEY
K7-G8DZ-6EDI,BB833-10,BB833-10ELT,Sunflowers x10,Bunch,ELT,Colombia,Active,Floral,UNKN,One Time,SUN VALLEY
BloomsyMX1:2024-01-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyMX1:2024-02-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyMX1:2024-03-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyMX1:2024-04-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyMX1:2024-05-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyMX1:2024-06-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyMX1:2024-07-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyPR1:2024-01-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,SUN VALLEY
BloomsyPR1:2024-02-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,SUN VALLEY
BloomsyPR1:2024-03-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,SUN VALLEY
BloomsyPR1:2024-04-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,SUN VALLEY
BloomsyPR1:2024-05-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,SUN VALLEY
BloomsyPR1:2024-01-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,SUN VALLEY
BB-Tropical:2023-06-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2023-07-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2023-08-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2023-09-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2023-10-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2023-11-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2023-12-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-01-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-02-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-03-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-04-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-05-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-06-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-10-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-11-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-12-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-07-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-08-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB-Tropical:2024-09-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
BB1314-31,BB1314-31,BB1314-31ELT,Beijing,Mixed,ELT,Colombia,Active,Floral,Garden Glamour,One Time,
BB1317-24,BB1317-24,BB1317-24ELT,Kuala Lumpur,Mixed,ELT,Colombia,Active,Floral,Lemon Breeze,One Time,
BB1319-26,BB1319-26,BB1319-26ELT,Addis Ababa,Mixed,ELT,Colombia,Active,Floral,Sunset Reverie,One Time,
BB1320-30,BB1320-30,BB1320-30ELT,Helsinki,Mixed,ELT,Colombia,Active,Floral,Scarlet Sunset Melody,One Time,
BB1191-33,BB1191-33,BB1191-33EBT,New York,Mixed,EBT,Ecuador,Active,Floral,Victorian Pink Dream,One Time,
BB1367P,BB1367P,BB1367PGNC,Calathea Triostar,Plants,GNC,USA,Active,Floral,Fantasia Foliage,One Time,
BB1325-35,BB1325-35,BB1325-35ELT,Perth,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1335-25,BB1335-25,BB1335-25ELT,Zaragoza,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1336-27,BB1336-27,BB1336-27ELT,Bordeaux,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1337-26,BB1337-26,BB1337-26ELT,Quito,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1339-27,BB1339-27,BB1339-27ELT,Stockholm,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1340-25,BB1340-25,BB1340-25ELT,PF-Wilbur,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1346-26,BB1346-26,BB1346-26ELT,Bologna,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1347-25,BB1347-25,BB1347-25ELT,Shanghai,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1342-29,BB1342-29,BB1342-29ELT,Ghent,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1348-27,BB1348-27,BB1348-27ELT,Tunis,Mixed,ELT,Colombia,Active,,UNKN,One Time,
BB1349-12,BB1349-12,BB1349-12NTF,Sweet Mama x12st 50cm,Roses,NTF,Ecuador,Active,,UNKN,One Time,
BB1350-10,BB1350-10,BB1350-10SVG,White tulip  x10st,Tulip,SVG,USA,Active,,UNKN,One time,
BB1351-25,BB1351-25,BB1351-25NTF,Moonstone White Rose x25st 70cm,Roses,NTF,Ecuador,Active,,UNKN,One time,
BB1353-5,BB1353-5,BB1353-5NTF,Hydrangea Rosé Select,Bunch,NTF,Ecuador,Active,,UNKN,One time,
BB1354-12,BB1354-12,BB1354-12NTF,Soul Roses x12st 50cm,Roses,NTF,Ecuador,Active,,UNKN,One time,
BB1355-5,BB1355-5,BB1355-5FNA,Hydrangea Lilac Select,Bunch,FNA,Colombia,Active,,UNKN,One time,
BB1362-25,BB1362-25,BB1362-25HLLX,Holland tulips White speciatly,Tulip,HLLX,USA,Active,,UNKN,One time,
BB1363-50,BB1363-50,BB1363-50SVG,purple margarita tulips x 50st,Tulip,SVG,USA,Active,,Purple Peony Tulips 50 stems,One time,
BB1367P,BB1367P,BB1367PGNC,Calathea Triostar,Plants,GNC,USA,Active,Floral,Fantasia Foliage,One Time,
BB1368-25,BB1368-25,BB1368-25HLLX,Holland tulips Mixed specialty,Tulip,HLLX,USA,Active,,UNKN,One time,
BB1369-18,BB1369-18,BB1369-18AGN,Quicksand Roses x18st 40cm,Roses,AGN,Ecuador,Active,,UNKN,One time,
BB1376-35,BB1376-35,BB1376-35SVG,princess pink x 35st,Tulip,SVG,USA,Active,,35 Princess Pink tulips,One time,
BB1377-15,BB1377-15,BB1377-15SVG,pink/white/purple hyacinth,Bunch,SVG,USA,Active,,Whispers of Spring,One time,
BB1378-24,BB1378-24,BB1378-24AGX,Paintball Roses x24st 50cm,Roses,AGX,Ecuador,Active,,UNKN,One time,
BB1383-12,BB1383-12,BB1383-12NTF,Golden Globe x12st 50cm,Roses,NTF,Ecuador,Active,,UNKN,One time,
BB1311-22,BB1311-22,BB1311-22ELT,Turin,Mixed,ELT,Colombia,Active,Floral,Sunlit Garden Symphony,One Time,
BB1315-25,BB1315-25,BB1315-25ELT,Osaka,Mixed,ELT,Colombia,Active,,UNKN,One time,
BB1305-26,BB1305-26,BB1305-26ELT,Santiago,Mixed,ELT,Colombia,Active,,UNKN,One time,
BB1195-30,BB1195-30,BB1195-30EBT,Ljubljana,Mixed,EBT,Ecuador,Active,,Whispers of Nature,One time,
BB1381-31,BB1381-31,BB1381-31MGF,Lolipop,tropical,MGF,Ecuador,Active,,Tropicana Dream,One time,
BB1386-12,BB1386-12,BB1386-12SVG,6 Blue Iris / 6 Red tulips,Mixed,SVG,USA,Active,,UNKN,One time,
BB1364-48,BB1364-48,BB1364-48SVG,24 Blue Iris / 24 Red tulips,Tulip,SVG,USA,Active,,UNKN,One time,
BB1375-50,BB1375-50,BB1375-50SVG,princess pink tulips x 50st,Tulip,SVG,USA,Active,,50 Princess Pink tulips,One time,
BB1356-25,BB1356-25,BB1356-25SVG,pink peony tulips x 25st,Tulip,SVG,USA,Active,,UNKN,One time,
BB1358-35,BB1358-35,BB1358-35SVG,pink peony tulips X 35st,Tulip,SVG,USA,Active,,UNKN,One time,
BB1360-25,BB1360-25,BB1360-25SVG,Fancy Tulips x25- Margarita Purple,Tulip,SVG,USA,Active,,Purple Peony Tulips 25 stems,One time,
BB1382-35,BB1382-35,BB1382-35SVG,purple margarita tulips x 35st,Mixed,SVG,USA,Active,,Purple Peony Tulips 35 stems,One time,
BB1380-5,BB1380-5,BB1380-5FNA,Hydrangea Big Petal Antique,Bunch,FNA,Colombia,Active,,Emerald Garnet,One time,
BB1387P,BB1387P,BB1387PGNC,Alocasia Melo,Plants,GNC,USA,Active,,UNKN,One time,
BB855-30,BB855-30,BB855-30SVG,Orange Peony Tulips,Tulip,SVG,USA,Active,Floral,Orange Peony Tulips,One Time,
BB1372-33,BB1372-33,BB1372-33ELT,Hobart,Mixed,ELT,Colombia,Active,,UNKN,One time,
BB1338-27,BB1338-27,BB1338-27ELT,Lagos,Mixed,ELT,Colombia,Active,,UNKN,One time,
BB1239-18,BB1239-18,BB1239-18AGX,Country Home,Roses,AGX,Ecuador,Active,,UNKN,One time,
BB1342-23,BB1342-23,BB1342-23no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
BB1365-28,BB1365-28,BB1365-28ELT,Innsbruck,Mixed,ELT,Colombia,Active,,UNKN,One time,
BB1172-31,BB1172-31,BB1172-31AGX,Copenhagen,Mixed,AGX,Ecuador,Active,Floral,UNKN,One time,
BB1203-33,BB1203-33,BB1203-33ELT,Durban,Mixed,ELT,Colombia,Active,Floral,UNKN,One time,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
,,no match,no match,no match,no match,no match,no match,no match,no match,no matxh,
