ItemSku,SKU,SkuVendorCode,SkuName,Product Type,VendorCode,Country,status,VendorType,SiteName,Plant Type,WarehouseName
5818112846,BB621-26,BB621-26ELT,PF-Grinch,Mixed,ELT,Colombia,Active,Floral,Peppermint Blooms,One Time,
BB621-26,BB621-26,BB621-26ELT,PF-Grinch,Mixed,ELT,Colombia,Active,Floral,Peppermint Blooms,One Time,
B622-30,BB622-30,BB622-30ELT,Double Xmas,Mixed,ELT,Colombia,Active,Floral,Double Xmas,One Time,
BB622-30,BB622-30,BB622-30ELT,Double Xmas,Mixed,ELT,Colombia,Active,Floral,Double Xmas,One Time,
BB629-18,BB629-18,BB629-18AGX,Queen Crown Roses x18,Roses,AGX,Ecuador,Active,Floral,Queens Crown Rose,One Time,
BB631-18,BB631-18,BB631-18ELT,Country Blues,Roses,ELT,Colombia,Active,Floral,Country Blues,One Time,
2956238788,BB633B,BB633BBRU,Ginseng Grafted Ficus,Bonsai,BRU,USA,Active,Floral,Ginseng Grafted Ficus,One Time,
BB633B,BB633B,BB633BBRU,Ginseng Grafted Ficus,Bonsai,BRU,USA,Active,Floral,Ginseng Grafted Ficus,One Time,
BB635B,BB635B,BB635BBRU,Ponytail Palm,Bonsai,BRU,USA,Active,Floral,Ponytail Palm,One Time,
2956245782,BB639B,BB639BBRU,Fulkien Tea,Bonsai,BRU,USA,Active,Floral,Fukien Tea,One Time,
BB639B,BB639B,BB639BBRU,Fulkien Tea,Bonsai,BRU,USA,Active,Floral,Fukien Tea,One Time,
BB640-28,BB640-28,BB640-28ELT,Rio,Mixed,ELT,Colombia,Active,Floral,Spring Sherbet,One Time,
BB641-22,BB641-22,BB641-22ELT,Oslo,Mixed,ELT,Colombia,Active,Floral,Lavender Wishes,One Time,
2956239348,BB642B,BB642BBRU,Satsuki Azalea,Bonsai,BRU,USA,Active,Floral,Satsuki Azalea,One Time,
BB642B,BB642B,BB642BBRU,Satsuki Azalea,Bonsai,BRU,USA,Active,Floral,Satsuki Azalea,One Time,
BB645B,BB645B,BB645BBRU,Hawaiian Umbrella,Bonsai,BRU,USA,Active,Floral,Hawaiian Umbrella,One Time,
7207477782,BB647-18,BB647-18AGC,Wedding Spirit x18,Roses,AGC,Ecuador,Active,Floral,Just Peachy,One Time,
BB647-18,BB647-18,BB647-18AGC,Wedding Spirit x18,Roses,AGC,Ecuador,Active,Floral,Just Peachy,One Time,
BB648B,BB648B,BB648BBRU,Golden Gate Ficus,Bonsai,BRU,USA,Active,Floral,Golden Gate Ficus,One Time,
2956234565,BB655B,BB655BBRU,Green mound Juniper,Bonsai,BRU,USA,Active,Floral,Green Mound Juniper,One Time,
BB655B,BB655B,BB655BBRU,Green mound Juniper,Bonsai,BRU,USA,Active,Floral,Green Mound Juniper,One Time,
2956241637,BB657B,BB657BBRU,Fringe Flower,Bonsai,BRU,USA,Inactive,Floral,Fringe Flower,One Time,
BB657B,BB657B,BB657BBRU,Fringe Flower,Bonsai,BRU,USA,Inactive,Floral,Fringe Flower,One Time,
BB658-26,BB658-26,BB658-26ELT,Brussels,Mixed,ELT,Colombia,Active,Floral,Preciously Pink,One Time,
2757614778,BB659-25,BB659-25SVG,Assorted Rainbow Tulips x25,Tulip,SVG,USA,Active,Floral,A Tulip for Everyone,One Time,SUN VALLEY
B0B4GMS3P2,BB659-25,BB659-25SVG,Assorted Rainbow Tulips x25,Tulip,SVG,USA,Active,Floral,A Tulip for Everyone,One Time,SUN VALLEY
BB659-25,BB659-25,BB659-25SVG,Assorted Rainbow Tulips x25,Tulip,SVG,USA,Active,Floral,A Tulip for Everyone,One Time,SUN VALLEY
NINTBB659-25,BB659-25,BB659-25SVG,Assorted Rainbow Tulips x25,Tulip,SVG,USA,Active,Floral,A Tulip for Everyone,One Time,SUN VALLEY
2956247668,BB660B,BB660BBRU,Gardenia,Bonsai,BRU,USA,Active,Floral,Gardenia,One Time,
BB660B,BB660B,BB660BBRU,Gardenia,Bonsai,BRU,USA,Active,Floral,Gardenia,One Time,
3663196811,BB661-26,BB661-26ELT,PF Zeus,Mixed,ELT,Colombia,Active,Floral,Peachy Perfect,One Time,
BB661-26,BB661-26,BB661-26ELT,Pet safe Zeus,Mixed,ELT,Colombia,Active,Floral,Peachy Perfect,One Time,
2757614775,BB662-25,BB662-25SVG,"Pink, Purple & White Tulips x25",Tulip,SVG,USA,Active,Floral,Sweet Spring,One Time,SUN VALLEY
3WKROMANCE-BB662-25,BB662-25,BB662-25SVG,"Pink, Purple & White Tulips x25",Tulip,SVG,USA,Active,Floral,Sweet Spring,One Time,SUN VALLEY
BB662-25,BB662-25,BB662-25SVG,"Pink, Purple & White Tulips x25",Tulip,SVG,USA,Active,Floral,Sweet Spring,One Time,SUN VALLEY
2757614776,BB664-25,BB664-25SVG,Purple Tulips x25,Tulip,SVG,USA,Active,Floral,Purple Pop,One Time,SUN VALLEY
BB664-25,BB664-25,BB664-25SVG,Purple Tulips x25,Tulip,SVG,USA,Active,Floral,Purple Pop,One Time,SUN VALLEY
2757614766,BB666-25,BB666-25SVG,Red Tulips x25,Tulip,SVG,USA,Active,Floral,Radiant Red tulip,One Time,SUN VALLEY
B0B4GR2KHK,BB666-25,BB666-25SVG,Red Tulips x25,Tulip,SVG,USA,Active,Floral,Radiant Red tulip,One Time,SUN VALLEY
BB666-25,BB666-25,BB666-25SVG,Red Tulips x25,Tulip,SVG,USA,Active,Floral,Radiant Red tulip,One Time,SUN VALLEY
BB668-12,BB668-12,BB668-12NTF,Spray Rose Pastel Rainbow x12,Mixed,NTF,Ecuador,Active,Floral,Spray Rose Pastel Rainbow x12,One Time,
BB670-33,BB670-33,BB670-33ELT,Color Day Dream,Mixed,ELT,Colombia,Active,Floral,Color Day dream,One Time,
2757614767,BB671-25,BB671-25SVG,Pink Tulips x25,Tulip,SVG,USA,Active,Floral,Princess Pink Tulip Bouquet,One Time,SUN VALLEY
BB671-25,BB671-25,BB671-25SVG,Pink Tulips x25,Tulip,SVG,USA,Active,Floral,Princess Pink Tulip Bouquet,One Time,SUN VALLEY
6746625183,BB673-29,BB673-29SVG,Garden of Luxe,Mixed,SVG,USA,Active,Floral,Garden of Luxe,One Time,SUN VALLEY
BB673-29,BB673-29,BB673-29SVG,Garden of Luxe,Mixed,SVG,USA,Active,Floral,Garden of Luxe,One Time,SUN VALLEY
BB677-18,BB677-18,BB677-18AGC,Lemonade or wasabi Roses x18 50cm,Roses,AGC,Ecuador,Active,Floral,Lemonade or wasabi Roses x18 50cm,One Time,
BB678-30,BB678-30,BB678-30AGC,Brooklyn,Mixed,AGC,Ecuador,Active,Floral,Brooklyn,One Time,
BC678,BB678-30,BB678-30AGC,Brooklyn,Mixed,AGC,Ecuador,Active,Floral,Brooklyn,One Time,
BC682,BB682-30,BB682-30AGC,Manhattan,Mixed,AGC,Ecuador,Active,Floral,Manhattan,One Time,
BB683-32,BB683-32,BB683-32MGF,Brushed large,Tropical,MGF,Ecuador,Active,Floral,Brushed large,One Time,
BB684-49,BB684-49,BB684-49ELT,Mini Bitsy,Mixed,ELT,Colombia,Active,Floral,Berry Blooms,One Time,
BB686P,BB686P,BB686PGNC,Fuzzy Kalachoe,Plants,GNC,USA,Active,Floral,Fuzzy Kalachoe,One Time,
BC688,BB688-33,BB688-33AGC,Soho,Mixed,AGC,Ecuador,Active,Floral,Soho,One Time,
3624298364,BB693-25,BB693-25SVG,White tulips x25,Tulip,SVG,USA,Active,Floral,Pure White Tulips,One Time,SUN VALLEY
BB693-25,BB693-25,BB693-25SVG,White tulips x25,Tulip,SVG,USA,Active,Floral,Pure White Tulips,One Time,SUN VALLEY
2956072221,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
BB050-24,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
BB694-18,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
BB694-18,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
BCSMS24,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
FREE SPIRIT 18ST 40CM,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
FS2017,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
FSMS24,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
HMMS24,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
MS24-6M,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
MSR-FreeSpirit24,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
MSR-HighAndMagic24,BB694-18,BB694-18NTF,Free Spirit x18 40CM,Roses,NTF,Ecuador,Active,Floral,Free-Spirited,One Time,
BB698-30,BB698-30,BB698-30SVG,Queensland Cripsa Pink,Tulip,SVG,USA,Active,Floral,Fringe Double Tulips,One Time,SUN VALLEY
2956107716,BB706-30,BB706-30SVG,White peony tulips,Tulip,SVG,USA,Active,Floral,White peony tulips,One Time,SUN VALLEY
BB706-30,BB706-30,BB706-30SVG,White peony tulips,Tulip,SVG,USA,Active,Floral,White peony tulips,One Time,SUN VALLEY
3624061154,BB710-30,BB710-30SVG,Fancy Tulips x30- Margarita Purple,Tulip,SVG,USA,Active,Floral,Purple Peony Tulips,One Time,SUN VALLEY
BB710-30,BB710-30,BB710-30SVG,Fancy Tulips x30- Margarita Purple,Tulip,SVG,USA,Active,Floral,Purple Peony Tulips,One Time,SUN VALLEY
BB711-26,BB711-26,BB711-26MEL,Spring Ranunculus Pink,Mixed,MEL,USA,Active,Floral,Pink Delight,One Time,
BB713-18,BB713-18,BB713-18NTF,Silantoi X18 40cm,Roses,NTF,Ecuador,Active,Floral,Silantoi Rose,One Time,
BB714-40,BB714-40,BB714-40MEL,Premium Spring Ranunculus,Mixed,MEL,USA,Active,Floral,Heavenly White,One Time,
3663190846,BB715-35,BB715-35MEL,Blue Botanica,Mixed,MEL,USA,Active,Floral,Blue Botanica,One Time,
BB715-35,BB715-35,BB715-35MEL,Blue Botanica,Mixed,MEL,USA,Active,Floral,Blue Botanica,One Time,
BB716-36,BB716-36,BB716-36MEL,Spring PinCushion Yellow,Mixed,MEL,USA,Active,Floral,Premium California Dreaming,One Time,
BB718-29 Riobamba,BB718-29,BB718-29MULT,Riobamba,Mixed,MULT,PERU,Active,Floral,UNKN,One Time,
2956149870,BB719-50,BB719-50SVG,Fancy Tulips x50 -Columbus,Tulip,SVG,USA,Active,Floral,Pink Peony Tulips,One Time,SUN VALLEY
B0B4GP1SGS,BB719-50,BB719-50SVG,Fancy Tulips x50 -Columbus,Tulip,SVG,USA,Active,Floral,Pink Peony Tulips,One Time,SUN VALLEY
BB719-50,BB719-50,BB719-50SVG,Fancy Tulips x50 -Columbus,Tulip,SVG,USA,Active,Floral,Pink Peony Tulips,One Time,SUN VALLEY
BB721-27,BB721-27,BB721-27MEL,Spring PinCushion,Mixed,MEL,USA,Active,Floral,California Dreaming,One Time,
BB724-21,BB724-21,BB724-21MGF,Medium Mojito,Mixed,MGF,Ecuador,Active,Floral,Medium Mojito,One Time,
BB725-31,BB725-31,BB725-31ELT,Boston,Mixed,ELT,Colombia,Active,Floral,Boston,One Time,
BC725,BB725-31,BB725-31ELT,Boston,Mixed,ELT,Colombia,Active,Floral,Boston,One Time,
BB726,BB726-22,BB726-22ELT,The Picnic Bundle,Mixed,ELT,Colombia,Active,Floral,The Picnic Bundle,One Time,
BB726-22,BB726-22,BB726-22ELT,The Picnic Bundle,Mixed,ELT,Colombia,Active,Floral,The Picnic Bundle,One Time,
BB727-26,BB727-26,BB727-26ELT,PF-Marley,Mixed,ELT,Colombia,Active,Floral,The Sunshine,One Time,
BC727,BB727-26,BB727-26ELT,PF-Marley,Mixed,ELT,Colombia,Active,Floral,The Sunshine,One Time,
BB729-32,BB729-32,BB729-32SVG,NYBG Botanical Bouquet,Mixed,SVG,USA,Active,Floral,Botanical Bouquet,One Time,SUN VALLEY
BB729-32RK3,BB729-32,BB729-32SVG,NYBG Botanical Bouquet,Mixed,SVG,USA,Active,Floral,Botanical Bouquet,One Time,SUN VALLEY
BB731-40,BB731-40,BB731-40ELT,Breakfast at Tiffany,Mixed,ELT,Colombia,Active,Floral,Premium Pink Blush,One Time,
BB732-24,BB732-24,BB732-24MGF,Paradis Lua,Tropical,MGF,Ecuador,Active,Floral,Lua Orange,One Time,
4067279108,BB735P,BB735PGNC,Pink Bromeliad,Plants,GNC,USA,Active,Floral,Pink Bromeliad,One Time,
BB735P,BB735P,BB735PGNC,Pink Bromeliad,Plants,GNC,USA,Active,Floral,Pink Bromeliad,One Time,
BB781P,BB781P,BB781PGNC,Pink Anthurium,Plants,GNC,USA,Active,Floral,Perfectly Pink Anthurium,One Time,
3511718153,BB738-24,BB738-24ELT,Pastel Daydream x24,Mixed,ELT,Colombia,Active,Floral,Pink Blush,One Time,
BB-PASTELDAY,BB738-24,BB738-24ELT,Pastel Daydream x24,Mixed,ELT,Colombia,Active,Floral,Pink Blush,One Time,
BB096-24,BB738-24,BB738-24ELT,Pastel Daydream x24,Mixed,ELT,Colombia,Active,Floral,Pink Blush,One Time,
BB738-24,BB738-24,BB738-24ELT,Pastel Daydream x24,Mixed,ELT,Colombia,Active,Floral,Pink Blush,One Time,
MSR-Christa12,BB738-24,BB738-24ELT,Pastel Daydream x24,Mixed,ELT,Colombia,Active,Floral,Pink Blush,One Time,
BB739-21,BB739-21,BB739-21MGF,Paradis Tropical Punch,Mixed,MGF,Ecuador,Active,Floral,NYBG Paradis Tropical Punch,One Time,
BB740-24,BB740-24,BB740-24ELT,Pastel Daydream Macys,Mixed,ELT,Colombia,Active,Floral,Pastel Daydream Macys,One Time,
4067336911,BB743P,BB743PGNC,Splenriet Plant,Plants,GNC,USA,Active,Floral,Splenriet Plant,One Time,
BB743P,BB743P,BB743PGNC,Splenriet Plant,Plants,GNC,USA,Active,Floral,Splenriet Plant,One Time,
4069939693,BB754-24,BB754-24SVG,12 Blue Iris / 12 Red tulips,Mixed,SVG,USA,Active,Floral,X's and O's / Summer nights,One Time,SUN VALLEY
BB754-24,BB754-24,BB754-24SVG,12 Blue Iris / 12 Red tulips,Mixed,SVG,USA,Active,Floral,X's and O's / Summer nights,One Time,SUN VALLEY
BB755-29,BB755-29,BB755-29ELT,Seattle,Mixed,ELT,Colombia,Active,Floral,Ruby Romance,One Time,
BB756-26,BB756-26,BB756-26ELT,Orange Grove,Mixed,ELT,Colombia,Active,Floral,Orange Grove,One Time,
BB759-27,BB759-27,BB759-27ELT,Hilo,Mixed,ELT,Colombia,Active,Floral,Peach Blossom Delight,One Time,
BB761-25,BB761-25,BB761-25ELT,Las Vegas,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
BB762-27,BB762-27,BB762-27ELT,Adelaide,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
BB765-26,BB765-26,BB765-26ELT,London,Mixed,ELT,Colombia,Active,Floral,Golden Radiance,One Time,
BB766-22,BB766-22,BB766-22ELT,Queenstown,Mixed,ELT,Colombia,Active,Floral,Silent Nights,One Time,
BB771-28,BB771-28,BB771-28ELT,Rotterdam,Mixed,ELT,Colombia,Active,Floral,Winter Wonderland,One Time,
6978323677,BB774-35,BB774-35ELT,Bronx,Mixed,ELT,Colombia,Active,Floral,Red Velvetier,One Time,
BB774-35,BB774-35,BB774-35ELT,Bronx,Mixed,ELT,Colombia,Active,Floral,Red Velvetier,One Time,
BB776-23,BB776-23,BB776-23ELT,Fall Transitional Bouquet,Mixed,ELT,Colombia,Active,Floral,Fall Back Bouquet,One Time,
BB778-26,BB778-26,BB778-26ELT,Melbourne,Mixed,ELT,Colombia,Active,Floral,The Mulled Wine Bouquet,One Time,
BB779-22,BB779-22,BB779-22ELT,Nairobi,Mixed,ELT,Colombia,Active,Floral,Berry Cobbler,One Time,
BB780-23,BB780-23,BB780-23ELT,Jerusalem,Mixed,ELT,Colombia,Active,Floral,The Autumn Blush,One Time,
BB781P,BB781P,BB781PGNC,Pink Anthurium,Plants,GNC,USA,Active,Floral,Perfectly Pink Anthurium,One Time,
4067371706,BB782-24,BB782-24MEL,White Hot Summer,Mixed,MEL,USA,Active,Floral,White Hot Summer,One Time,
BB782-24,BB782-24,BB782-24MEL,White Hot summer,Mixed,MEL,USA,Active,Floral,White Hot Summer,One Time,
4067387536,BB784P,BB784PGNC,Purple and Maroon Bromeliad,Plants,GNC,USA,Active,Floral,Purple and Maroon Bromeliad,One Time,
BB784P,BB784P,BB784PGNC,Purple and Maroon Bromeliad,Plants,GNC,USA,Active,Floral,Purple and Maroon Bromeliad,One Time,
4069965690,BB785P,BB785PGNC,Fiery Bromeliad,Plants,GNC,USA,Active,Floral,Fiery Bromeliad,One Time,
BB785P,BB785P,BB785PGNC,Fiery Bromeliad,Plants,GNC,USA,Active,Floral,Fiery Bromeliad,One Time,
4067283093,BB786-13,BB786-13SVG,The Ballet Bouquet,Mixed,SVG,USA,Active,Floral,The Ballet Bouquet,One Time,SUN VALLEY
BB786-13,BB786-13,BB786-13SVG,The Ballet Bouquet,Mixed,SVG,USA,Active,Floral,The Ballet Bouquet,One Time,SUN VALLEY
BB787P,BB787P,BB787PGNC,10” Pink Watercolor Orchid Duo,Plants,GNC,USA,Active,Floral,Pink Watercolor Orchid Duo,One Time,
BB788-33,BB788-33,BB788-33FSN,Tribeca,Mixed,FSN,Ecuador,Active,Floral,Merry Berry,One Time,
4067332323,BB789P,BB789PGNC,Imperial Red Philodendron,Plants,GNC,USA,Active,Floral,Imperial Red Philodendron,One Time,
BB789P,BB789P,BB789PGNC,Imperial Red Philodendron,Plants,GNC,USA,Active,Floral,Imperial Red Philodendron,One Time,
BB793-31,BB793-31,BB793-31FSN,Dusk Horizon,Mixed,FSN,Ecuador,Active,Floral,Dusk Horizon,One Time,
4067563026,BB794P,BB794PGNC,Blue Orchid,Plants,GNC,USA,Active,Floral,Blue Orchid,One Time,
BB794P,BB794P,BB794PGNC,Blue Orchid,Plants,GNC,USA,Active,Floral,Blue Orchid,One Time,
BB795P,BB795P,BB795PGNC,10” Purple Orchid and Calathea Wavestar Garden,Plants,GNC,USA,Active,Floral,Purple Orchid Garden,One Time,
BB797P,BB797P,BB797PGNC,Calathea Wavestar,Plants,GNC,USA,Active,Floral,Calathea Wavestar,One Time,
BB798P,BB798P,BB798PGNC,10” Yellow Orchid and Fluffy Ruffles Fern Garden,Plants,GNC,USA,Active,Floral,Yellow Orchid and Fluffy Ruffles Fern Garden,One Time,
4067513344,BB799P,BB799PGNC,Sunshine Bromeliad,Plants,GNC,USA,Active,Floral,Sunshine Bromeliad,One Time,
BB799P,BB799P,BB799PGNC,Sunshine Bromeliad,Plants,GNC,USA,Active,Floral,Sunshine Bromeliad,One Time,
BB805P,BB805P,BB805PGNC,10” Purple Orchid Duo,Plants,GNC,USA,Active,Floral,Purple Orchid Duo,One Time,
BB806-28,BB806-28,BB806-28FSN,Noel,Mixed,FSN,Ecuador,Active,Floral,Noel,One Time,
6978325300,BB807-34,BB807-34FSN,Central Park,Mixed,FSN,Ecuador,Active,Floral,Blooming Love,One Time,
BB807-34,BB807-34,BB807-34FSN,Central Park,Mixed,FSN,Ecuador,Active,Floral,Blooming Love,One Time,
BB818-18,BB818-18,BB818-18NTF,Rose Paloma x18 40cm,Roses,NTF,Ecuador,Active,Floral,Pretty in Pink Roses,One Time,
BB819-30,BB819-30,BB819-30FSN,Super Twilight Sky,Mixed,FSN,Ecuador,Active,Floral,Super Twilight Sky,One Time,
BB820-28,BB820-28,BB820-28FSN,Holly Jolly,Mixed,FSN,Ecuador,Active,Floral,Winter Romance,One Time,
2956082573,BB831-60,BB831-60ELT,Bogota,Mixed,ELT,Colombia,Active,Floral,Love you Berry Much,One Time,
B0B4GMJ2DW,BB831-60,BB831-60ELT,Bogota,Mixed,ELT,Colombia,Active,Floral,Love you Berry Much,One Time,
BB-PlushBlush,BB831-60,BB831-60ELT,Bogota,Mixed,ELT,Colombia,Active,Floral,Love you Berry Much,One Time,
BB094-60,BB831-60,BB831-60ELT,Bogota,Mixed,ELT,Colombia,Active,Floral,Love you Berry Much,One Time,
BB831-60,BB831-60,BB831-60ELT,Bogota,Mixed,ELT,Colombia,Active,Floral,Love you Berry Much,One Time,
MB-BF-06,BB831-60,BB831-60ELT,Bogota,Mixed,ELT,Colombia,Active,Floral,Love you Berry Much,One Time,
 K7-G8DZ-6EDI,BB833-10,BB833-10RPM,Sunflowers x10,Bunch,RPM,PERU,Active,Floral,Sunflowers,One Time,
B018GO27AM,BB833-10,BB833-10RPM,Sunflowers x10,Bunch,RPM,PERU,Active,Floral,Sunflowers,One Time,
BB833-10,BB833-10,BB833-10RPM,Sunflowers x10,Bunch,RPM,PERU,Active,Floral,Sunflowers,One Time,
K7-G8DZ-6EDI,BB833-10,BB833-10ELT,Sunflowers x10,Bunch,ELT,Colombia,Active,Floral,UNKN,One Time,
BB835-30,BB835-30,BB835-30ELT,Joy,Mixed,ELT,Colombia,Active,Floral,Joy,One Time,
BB838-11,BB838-11,BB838-11MGF,Tropical foliage,Tropical,MGF,Ecuador,Active,Floral,Tropical Foliage Bouquet,One Time,
BB842-40,BB842-40,BB842-40ELT,Premium Fireplace,Mixed,ELT,Colombia,Active,Floral,Premium Winter Embrace,One Time,
BB843-10,BB843-10,BB843-10SVG,White Calla Lilies,Bunch,SVG,USA,Active,Floral,White Calla Lillies,One Time,SUN VALLEY
BB844-22,BB844-22,BB844-22FSN,NIKKA BQT,Mixed,FSN,Ecuador,Active,Floral,NIKKA BQT,One Time,
BB845-31,BB845-31,BB845-31ELT,The Golden Orchard,Mixed,ELT,Colombia,Active,Floral,The Golden Orchard,One Time,
BB847-40,BB847-40,BB847-40ELT,Premium Honey Bun,Mixed,ELT,Colombia,Active,Floral,Premium Honey Bun,One Time,
BB848-10,BB848-10,BB848-10SVG,Yellow Calla Lillies,Bunch,SVG,USA,Active,Floral,Yellow Calla Lillies,One Time,SUN VALLEY
BB849-24,BB849-24,BB849-24ELT,Kiev,Mixed,ELT,Colombia,Active,Floral,Winter embrace,One Time,
