SKU,SkuName,Product Type,site Name,skutype,Code,Recipe,Stems,Box fit,status,Create date,Season,skutype,Plant Type,Vendor,VendorType
BB576-19,Winter in the Sierras,Mixed,Winter in the Sierras,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=786199298,19,Small,Active,no match,,Perishable,One Time,MEL,Floral
BB578-27,Lavander Fields,Mixed,Lavender Fields,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=523164228,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB579P,London Ivy,Plants,London Ivy,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1530725665,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB580X,"Oh, Christmas Tree!",Xmas collection,"Oh, Christmas Tree!",Seasonal,S,not found,1,,Active,no match,,Perishable,One Time,TEU,Floral
BB582-19,Blue Enchantment,Mixed,Blue Enchantment,Seasonal,S,BB582-19,19,Small,Active,no match,,Perishable,One Time,MEL,Floral
BB585P,Dreaming of a white Christmas,Plants,Dreaming of a white christmas,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=876818912,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB590-29,Kyoto,Mixed,Kyoto,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=54544906,29,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB592P,Perfect Holiday Pair,Plants,Perfect Holiday Pair,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1827058108,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB594-22,Lisbon,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1873679582,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB596-27,Manila,Mixed,Raspberry Rush,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=54412815,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB599P,The Night Before Christmas Amaryllis,Plants,The Night Before Christmas Amaryllis,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=252245033,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB600-23,Edinburgh,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=552816766,23,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB601-31,The Fairytale Romance Bouquet,Mixed,The Fairytale Romance Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=726814296,31,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB603-23,PF-Luna,Mixed,Never-Ending Romance Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=753722895,23,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB607-27,Bright Blooms,Mixed,Bright Blooms,Evergreen,E,BB607-27,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB613-27,Antigua,Mixed,Happily Ever After,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1683881332,27,Small,Active,no match,,Perishable,One Time,RPM,Floral
BB615-27,Guadeloupe,Mixed,Guadeloupe,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1933387485,27,Small,Active,no match,,Perishable,One Time,RPM,Floral
BB616-25,Haiti,Mixed,UNKN,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1673053218,25,Small,Active,no match,,Perishable,One Time,RPM,Floral
BB621-26,PF-Grinch,Mixed,Peppermint Blooms,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1041546085,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB622-30,Double Xmas,Mixed,Double Xmas,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1902343095,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB629-18,Queen Crown Roses x18,Roses,Queens Crown Rose,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=50312467,18,Small,Active,no match,,Perishable,One Time,AGX,Floral
BB631-18,Country Blues,Roses,Country Blues,Evergreen,E,BB631-18,18,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB633B,Ginseng Grafted Ficus,Bonsai,Ginseng Grafted Ficus,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1950947024,1,Other,Active,no match,,Perishable,One Time,BRU,Floral
BB635B,Ponytail Palm,Bonsai,Ponytail Palm,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1112727857,1,Other,Active,no match,,Perishable,One Time,BRU,Floral
BB639B,Fulkien Tea,Bonsai,Fukien Tea,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1892185769,1,Other,Active,no match,,Perishable,One Time,BRU,Floral
BB640-28,Rio,Mixed,Spring Sherbet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1321296750,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB641-22,Oslo,Mixed,Lavender Wishes,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=746469063,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB642B,Satsuki Azalea,Bonsai,Satsuki Azalea,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=178625709,1,Other,Active,no match,,Perishable,One Time,BRU,Floral
BB645B,Hawaiian Umbrella,Bonsai,Hawaiian Umbrella,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1085481346,1,Other,Active,no match,,Perishable,One Time,BRU,Floral
BB647-18,Wedding Spirit x18,Roses,Just Peachy,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=347544442,18,Small,Active,no match,,Perishable,One Time,AGC,Floral
BB648B,Golden Gate Ficus,Bonsai,Golden Gate Ficus,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=638182660,1,Other,Active,no match,,Perishable,One Time,BRU,Floral
BB655B,Green mound Juniper,Bonsai,Green Mound Juniper,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1993978334,1,Other,Active,no match,,Perishable,One Time,BRU,Floral
BB657B,Fringe Flower,Bonsai,Fringe Flower,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1580817581,1,Other,Inactive,no match,,Perishable,One Time,BRU,Floral
BB658-26,Brussels,Mixed,Preciously Pink,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1446211126,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB659-25,Assorted Rainbow Tulips x25,Tulip,A Tulip for Everyone,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=907929833,25,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB660B,Gardenia,Bonsai,Gardenia,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1618836873,1,Other,Active,no match,,Perishable,One Time,BRU,Floral
BB661-26,PF Zeus,Mixed,Peachy Perfect,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=310165317,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB662-25,"Pink, Purple & White Tulips x25",Tulip,Sweet Spring,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1488982929,25,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB664-25,Purple Tulips x25,Tulip,Purple Pop,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1398701637,25,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB666-25,Red Tulips x25,Tulip,Radiant Red tulip,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=639555043,25,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB668-12,Spray Rose Pastel Rainbow x12,Mixed,Spray Rose Pastel Rainbow x12,Evergreen,E,BB668-12,12,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB670-33,Color Day Dream,Mixed,Color Day dream,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=278394865,33,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB671-25,Pink Tulips x25,Tulip,Princess Pink Tulip Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1300622087,25,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB673-29,Garden of Luxe,Mixed,Garden of Luxe,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=63803458,29,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB677-18,Lemonade or wasabi Roses x18 50cm,Roses,Lemonade or wasabi Roses x18 50cm,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1694332090,18,Small,Active,no match,,Perishable,One Time,AGC,Floral
BB678-30,Brooklyn,Mixed,Brooklyn,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1620157900,30,Large,Active,no match,,Perishable,One Time,AGC,Floral
BB682-30,Manhattan,Mixed,Manhattan,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1499310002,30,Large,Active,no match,,Perishable,One Time,AGC,Floral
BB683-32,Brushed large,Tropical,Brushed large,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=775565573,32,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB684-49,Mini Bitsy,Mixed,Berry Blooms,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=117382415,49,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB686P,Fuzzy Kalachoe,Plants,Fuzzy Kalachoe,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=202309284,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB688-33,Soho,Mixed,Soho,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1659118253,33,Large,Active,no match,,Perishable,One Time,AGC,Floral
BB693-25,White tulips x25,Tulip,Pure White Tulips,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1084943141,25,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB694-18,Free Spirit x18 40CM,Roses,Free-Spirited,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2053934014,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB698-30,Queensland Cripsa Pink,Tulip,Fringe Double Tulips,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1774926900,30,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB706-30,White peony tulips,Tulip,White peony tulips,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=897159429,30,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB710-30,Fancy Tulips x30- Margarita Purple,Tulip,Purple Peony Tulips,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1251623962,30,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB711-26,Spring Ranunculus Pink,Mixed,Pink Delight,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1352566705,26,Small,Active,no match,,Perishable,One Time,MEL,Floral
BB713-18,Silantoi X18 40cm,Roses,Silantoi Rose,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1589009656,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB714-40,Premium Spring Ranunculus,Mixed,Heavenly White,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1525473371,40,Large,Active,no match,,Perishable,One Time,MEL,Floral
BB715-35,Blue Botanica,Mixed,Blue Botanica,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=691935924,35,Large,Active,no match,,Perishable,One Time,MEL,Floral
BB716-36,Spring PinCushion Yellow,Mixed,Premium California Dreaming,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1695287872,36,Large,Active,no match,,Perishable,One Time,MEL,Floral
BB718-29,Riobamba,Mixed,UNKN,Seasonal,S,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB719-50,Fancy Tulips x50 -Columbus,Tulip,Pink Peony Tulips,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1472171053,50,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB721-27,Spring PinCushion,Mixed,California Dreaming,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1990651742,27,Small,Active,no match,,Perishable,One Time,MEL,Floral
BB724-21,Medium Mojito,Mixed,Medium Mojito,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=580477287,21,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB725-31,Boston,Mixed,Boston,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=948864160,31,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB726-22,The Picnic Bundle,Mixed,The Picnic Bundle,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2100633458,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB727-26,PF-Marley,Mixed,The Sunshine,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=620389127,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB729-32,NYBG Botanical Bouquet,Mixed,Botanical Bouquet,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=738091869,32,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB731-40,Breakfast at Tiffany,Mixed,Premium Pink Blush,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1510139339,40,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB732-24,Paradis Lua,Tropical,Lua Orange,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=628598283,24,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB735P,Pink Bromeliad,Plants,Pink Bromeliad,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1117001776,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB738-24,Pastel Daydream x24,Mixed,Pink Blush,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=747057637,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB739-21,Paradis Tropical Punch,Mixed,NYBG Paradis Tropical Punch,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1671548998,21,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB740-24,Pastel Daydream Macys,Mixed,Pastel Daydream Macys,Evergreen,E,BB740-24,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB743P,Splenriet Plant,Plants,Splenriet Plant,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=575972062,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB754-24,12 Blue Iris / 12 Red tulips,Mixed,X's and O's / Summer nights,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=370198352,24,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB755-29,Seattle,Mixed,Ruby Romance,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=477953199,29,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB756-26,Orange Grove,Mixed,Orange Grove,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1610368623,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB759-27,Hilo,Mixed,Peach Blossom Delight,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=860657796,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB761-25,Las Vegas,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2030064000,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB762-27,Adelaide,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=725098697,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB765-26,London,Mixed,Golden Radiance,Evergreen,E,https://docs.google.com/spreadsheets/d/1242HbHcHDgdVy6WpeitaUEvLu7Ll8HBVRgXswA0lFUE/edit#gid=200353564,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB766-22,Queenstown,Mixed,Silent Nights,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=710525280,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB771-28,Rotterdam,Mixed,Winter Wonderland,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2059411353,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB774-35,Bronx,Mixed,Red Velvetier,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=607361506,35,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB776-23,Fall Transitional Bouquet,Mixed,Fall Back Bouquet,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=786083728,23,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB778-26,Melbourne,Mixed,The Mulled Wine Bouquet,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1801470045,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB779-22,Nairobi,Mixed,Berry Cobbler,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=958617651,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB780-23,Jerusalem,Mixed,The Autumn Blush,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1860328107,23,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB781P,Pink Anthurium,Plants,Perfectly Pink Anthurium,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1472690101,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB782-24,White Hot Summer,Mixed,White Hot Summer,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=38688814,24,Small,Active,no match,,Perishable,One Time,MEL,Floral
BB784P,Purple and Maroon Bromeliad,Plants,Purple and Maroon Bromeliad,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1669072971,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB785P,Fiery Bromeliad,Plants,Fiery Bromeliad,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=624185661,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB786-13,The Ballet Bouquet,Mixed,The Ballet Bouquet,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=380311761,13,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB787P,10” Pink Watercolor Orchid Duo,Plants,Pink Watercolor Orchid Duo,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1090895987,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB788-33,Tribeca,Mixed,Merry Berry,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=978533222,33,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB789P,Imperial Red Philodendron,Plants,Imperial Red Philodendron,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1632574514,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB793-31,Dusk Horizon,Mixed,Dusk Horizon,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=438474666,31,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB794P,Blue Orchid,Plants,Blue Orchid,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1929482542,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB795P,10” Purple Orchid and Calathea Wavestar Garden,Plants,Purple Orchid Garden,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=752454777,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB797P,Calathea Wavestar,Plants,Calathea Wavestar,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=155302295,1,,Active,no match,,Perishable,One Time,GNC,Floral
